Date,Open,High,Low,Close,Volume,MA7,MA30,Daily_Return,Volatility_Amplitude,Dist_MA7,Dist_MA30,Volume_MA7,Volume_Momentum,Next_Day_Close,Target,Close_SP500,Return_SP500,Return_SP500_Yesterday,Correlation_BTC_SP500,RSI_14
2026-03-07,67262.91,68200.0,65618.49,65971.2,21593.63901,68867.66857142857,67928.205,-0.0192038970660057,0.0383793980962166,-0.0420584670791402,-0.0288099030439565,26490.754874285714,-0.1848613181287367,68432.16,1,6740.02001953125,0.0,-0.013276795812569242,-0.1579002375804402,42.12221035646308
2026-03-08,65971.2,69516.65,65821.97,68432.16,28896.7213,68810.8257142857,67899.63100000001,0.0373035506402794,0.0560044383003491,-0.0055029962270469,0.0078428850371807,26045.945872857144,0.1094517911178526,69948.63,1,6740.02001953125,0.0,0.0,-0.10163485194389225,47.85708692510966
2026-03-09,68432.16,71777.0,68391.41,69948.63,32602.57726,69040.91571428571,67886.906,0.022160194855752,0.0494736685207656,0.0131474832904985,0.0303699803317005,27135.993795714283,0.2014513824494269,70191.86,1,6795.990234375,0.008304161513105202,0.0,-0.05772512401883727,51.074184011404576
2026-03-10,69948.64,71321.0,68977.91,70191.86,27249.27542,68687.35714285714,67888.70133333333,0.0034771226431278,0.0334972917271872,0.0219036358323376,0.0339255078007482,24611.736555714284,0.1071658986075625,70541.34,1,6781.47998046875,-0.0021351198877325173,0.008304161513105202,-0.05821930219040111,51.590090685393996
2026-03-11,70191.86,70800.0,69205.91,70541.34,21997.1605,68637.44571428571,67945.36966666667,0.0049789249066771,0.0227104681369035,0.0277384198363025,0.0382067291129462,23955.54340857143,-0.0817507194543834,70930.0,1,6775.7998046875,-0.0008376012017449197,-0.0021351198877325173,-0.03707563269099452,52.367282641560216
2026-03-12,70541.34,73913.74,70386.01,70930.0,35996.61678,69039.72857142857,68073.61899999999,0.0055096770205953,0.0500093987440557,0.0273794736405395,0.0419601754976477,25865.07620285714,0.3917073546461732,71211.95,1,6672.6201171875,-0.015227676506708532,-0.0008376012017449197,-0.057220176717066626,53.2658701794704
2026-03-13,70930.01,71307.92,70317.0,71211.95,13017.24737,69603.87714285715,68238.27833333334,0.0039749042753554,0.0139703913759493,0.0231032080848368,0.0435777651385156,25907.60537714286,-0.4975511174998618,72815.24,1,6632.18994140625,-0.006059115470564369,-0.015227676506708532,-0.054560971747408156,53.94463942432965
2026-03-14,71211.95,73199.0,70858.82,72815.24,14037.30704,70581.59714285714,68370.321,0.0225143392366029,0.0328621811367332,0.0316462498379283,0.0650124050170835,24828.12938142857,-0.4346208357323972,74884.67,1,6632.18994140625,0.0,-0.006059115470564369,0.06093928015020941,57.70636950897854
2026-03-15,72815.25,74909.08,72270.41,74884.67,28409.53019,71503.38428571429,68539.045,0.0284201455052341,0.036237875994383,0.0472884710012426,0.09258408838349,24758.53065142857,0.1474643059385581,73909.36,0,6632.18994140625,0.0,0.0,0.06196631755039869,62.01859809701916
2026-03-16,74884.67,76000.0,73399.19,73909.36,24521.26636,72069.20285714287,68708.271,-0.0130241610198722,0.0347308734885257,0.025533196842828,0.0756981499359809,23604.05766571429,0.0388580941156566,71246.54,0,6699.3798828125,0.010130883162251969,0.0,0.025959448502174014,58.96709937286483
2026-03-17,73909.37,74672.34,70500.0,71246.54,23392.88093,72219.87142857144,68786.74133333334,-0.0360283141366243,0.056452111552297,-0.0134773353831585,0.0357597789775609,23053.14416714286,0.0147371117967223,69930.0,0,6716.08984375,0.0024942548757938,0.010130883162251969,0.00151223811798389,51.514548310003185
2026-03-18,71246.55,71613.79,68793.35,69930.0,22364.81819,72132.53714285714,68867.624,-0.018478789499281,0.0395870396531479,-0.0305345857791616,0.0154263489618867,23105.666694285715,-0.0320634982789279,70510.73,1,6624.7001953125,-0.013607567880073446,0.0024942548757938,0.05251731500457477,48.266531851734236
2026-03-19,69930.01,71367.0,69388.0,70510.73,18121.16745,72072.64142857143,69002.615,0.0083043031167877,0.0282997242528636,-0.0216713498716345,0.0218559108230896,20552.031075714283,-0.1182785106133262,68918.12,0,6606.490234375,-0.002748797741878972,-0.013607567880073446,0.05780949469358165,49.77094869526611
2026-03-20,70510.73,71100.94,68571.42,68918.12,13397.1675,71744.95142857142,69066.428,-0.0225867750908266,0.0358742563011332,-0.0394011198319061,-0.0021473240226062,20606.30538,-0.3498510648588671,67859.0,0,6506.47998046875,-0.015138182356779217,-0.002748797741878972,0.1053229188646077,45.83446364344843
2026-03-21,68918.12,69588.79,67360.66,67859.0,14843.78682,71036.91714285714,69061.061,-0.0153678016753793,0.0323301041874036,-0.0447361353881146,-0.0174057708149025,20721.516777142857,-0.2836534612961521,70906.45,1,6506.47998046875,0.0,-0.015138182356779217,0.10260678100002163,43.377398858245236
2026-03-22,67859.0,71817.09,67445.18,70906.45,28335.09119,70468.6,69158.74500000001,0.0449085603972943,0.0644263841200136,0.0062134056870718,0.0252709183777118,20710.882634285717,0.3681257187510122,70556.74,0,6506.47998046875,0.0,0.0,0.11772578370663461,51.44324944629484
2026-03-23,70906.45,71400.0,68923.07,70556.74,20702.42244,69989.65428571428,69255.85633333333,-0.004931991377371,0.0349323651092389,0.0081024219946958,0.0187837352036401,20165.333502857146,0.0266342699993907,71336.53,1,6581.0,0.011453200463990454,0.0,0.09841699789011728,50.553298639117955
2026-03-24,70556.74,72026.09,70408.0,71336.53,17719.50066,70002.51,69478.54,0.0110519561986564,0.0229331740667156,0.0190567452509917,0.0267419263559655,19354.85060714286,-0.0844930286643151,68820.31,0,6556.3701171875,-0.0037425745042546366,0.011453200463990454,0.11346794413785996,52.52550456506682
2026-03-25,71336.53,71436.82,68153.0,68820.31,20820.45768,69843.98285714285,69637.27866666667,-0.0352725314786127,0.0460327969414829,-0.0146565647499892,-0.0117317718657166,19134.22767714286,0.0881263686891035,66407.28,0,6591.89990234375,0.005419124381509377,-0.0037425745042546366,0.047991836348366915,46.13156205566731
